batter,total_dismissals,balls_faced,dismissal_rate,avg_dots_faced,dismissal_rate_pct
A Ikuzwe,18,505,0.03564356435643564,0.7425742574257426,3.564356435643564
A Johnson,27,645,0.04186046511627907,0.710077519379845,4.186046511627907
A Kainessie,9,171,0.05263157894736842,0.6023391812865497,5.263157894736842
A Kano,20,420,0.047619047619047616,0.6333333333333333,4.761904761904762
A Kanukuntla,6,182,0.03296703296703297,1.3021978021978022,3.296703296703297
A Kato-Stafford,3,139,0.02158273381294964,1.0359712230215827,2.158273381294964
A Kheterpal,10,261,0.038314176245210725,0.42528735632183906,3.8314176245210727
A Kirschbaum,17,291,0.058419243986254296,0.6769759450171822,5.841924398625429
A Kohli,8,154,0.05194805194805195,0.6298701298701299,5.194805194805195
A Kolan,10,344,0.029069767441860465,0.7005813953488372,2.9069767441860463
A Limdawala,26,513,0.050682261208576995,0.8070175438596491,5.0682261208577
A Lister,33,496,0.06653225806451613,0.5665322580645161,6.653225806451612
A Makri,14,403,0.034739454094292806,0.8114143920595533,3.4739454094292808
A Manepalli,9,189,0.047619047619047616,0.455026455026455,4.761904761904762
A Manohar,18,243,0.07407407407407407,0.4773662551440329,7.4074074074074066
A Mansale,19,500,0.038,0.442,3.8
A Mare,15,297,0.050505050505050504,0.7474747474747475,5.05050505050505
A McAuley,16,351,0.045584045584045586,0.5811965811965812,4.5584045584045585
A Merritt,14,371,0.03773584905660377,0.477088948787062,3.7735849056603774
A Mesarovic,4,198,0.020202020202020204,0.5505050505050505,2.0202020202020203
A Mhatre,7,131,0.05343511450381679,0.37404580152671757,5.343511450381679
A Mishra,18,440,0.04090909090909091,0.5113636363636364,4.090909090909091
A Mohamed,9,118,0.07627118644067797,0.5254237288135594,7.627118644067797
A Mohammed,5,101,0.04950495049504951,0.9207920792079208,4.9504950495049505
A Mokgotlhe,19,416,0.04567307692307692,0.7908653846153846,4.567307692307692
A Mundra,11,196,0.05612244897959184,0.45918367346938777,5.612244897959184
A Mutreja,6,110,0.05454545454545454,0.32727272727272727,5.454545454545454
A Natubhai Ahir,18,283,0.0636042402826855,0.8056537102473498,6.36042402826855
A Ndiraya,11,174,0.06321839080459771,0.46551724137931033,6.321839080459771
A Nehra,5,105,0.047619047619047616,0.6,4.761904761904762
A Nortje,10,102,0.09803921568627451,0.43137254901960786,9.803921568627452
A Osei,8,125,0.064,1.376,6.4
A Ostergaard,3,111,0.02702702702702703,1.1531531531531531,2.7027027027027026
A Otwani,10,157,0.06369426751592357,0.7388535031847133,6.369426751592357
A Oxley,5,161,0.031055900621118012,0.6956521739130435,3.1055900621118013
A Parima,12,232,0.05172413793103448,0.6379310344827587,5.172413793103448
A Patmore,16,313,0.051118210862619806,0.46645367412140576,5.111821086261981
A Perera,15,347,0.043227665706051875,0.8242074927953891,4.322766570605188
A Pusthay,9,157,0.05732484076433121,0.6687898089171974,5.7324840764331215
A Raghuvanshi,16,326,0.049079754601226995,0.29141104294478526,4.9079754601226995
A Rajshekara,5,118,0.0423728813559322,0.6779661016949152,4.23728813559322
A Rameshan,4,166,0.024096385542168676,0.7891566265060241,2.4096385542168677
A Randhawa,15,314,0.04777070063694268,0.6815286624203821,4.777070063694268
A Raza,17,217,0.07834101382488479,0.45161290322580644,7.834101382488479
A Reddy,10,107,0.09345794392523364,0.4766355140186916,9.345794392523365
A Reyes,10,210,0.047619047619047616,0.5476190476190477,4.761904761904762
A Salomao,12,134,0.08955223880597014,0.7388059701492538,8.955223880597014
A Savvani,5,229,0.021834061135371178,0.9126637554585153,2.1834061135371177
A Sharafu,46,1195,0.038493723849372385,0.4903765690376569,3.8493723849372383
A Sharma,21,358,0.05865921787709497,0.7486033519553073,5.865921787709497
A Shreshta,16,376,0.0425531914893617,0.598404255319149,4.25531914893617
A Sokovagone,6,131,0.04580152671755725,0.4580152671755725,4.580152671755725
A Sootaga,4,113,0.035398230088495575,0.7433628318584071,3.5398230088495577
A Stocks,11,284,0.03873239436619718,0.9049295774647887,3.873239436619718
A Sutherland,16,139,0.11510791366906475,0.2446043165467626,11.510791366906476
A Suwanchonrathi,15,311,0.04823151125401929,0.977491961414791,4.823151125401929
A Symonds,28,985,0.028426395939086295,0.433502538071066,2.8426395939086295
A Taylor,1,128,0.0078125,0.8515625,0.78125
A Turay,14,267,0.052434456928838954,0.7865168539325843,5.2434456928838955
A Turkmen,9,213,0.04225352112676056,0.4460093896713615,4.225352112676056
A Vaidya,11,226,0.048672566371681415,0.7566371681415929,4.867256637168142
A Vala,43,1088,0.03952205882352941,0.4889705882352941,3.952205882352941
A Venkatesh,10,255,0.0392156862745098,0.42745098039215684,3.9215686274509802
A Vessik,6,155,0.03870967741935484,0.5483870967741935,3.870967741935484
A Wanjira,8,103,0.07766990291262135,0.883495145631068,7.766990291262135
A Yon,6,137,0.043795620437956206,0.41605839416058393,4.37956204379562
A Zampa,26,298,0.087248322147651,0.47651006711409394,8.724832214765101
A van der Merwe,23,892,0.0257847533632287,0.7780269058295964,2.57847533632287
AA Alleyne,25,386,0.06476683937823834,0.7176165803108808,6.476683937823833
AA Jangoo,4,129,0.031007751937984496,0.7286821705426356,3.10077519379845
AA Jasani,4,158,0.02531645569620253,0.5379746835443038,2.5316455696202533
AA Jhunjhunwala,10,218,0.045871559633027525,0.5458715596330275,4.587155963302752
AA Navicha,7,238,0.029411764705882353,0.7689075630252101,2.941176470588235
AA Obanda,31,590,0.05254237288135593,0.6423728813559322,5.2542372881355925
AA Onikoyi,21,435,0.04827586206896552,0.7908045977011494,4.827586206896552
AA Patil,11,243,0.04526748971193416,0.48559670781893005,4.526748971193416
AA Rahayu,9,168,0.05357142857142857,0.75,5.357142857142857
AA Senn,8,221,0.03619909502262444,0.4660633484162896,3.619909502262444
AAP Rivero,9,151,0.059602649006622516,0.6622516556291391,5.960264900662252
AB Agarkar,7,171,0.04093567251461988,0.3567251461988304,4.093567251461988
AB Kamara,9,209,0.0430622009569378,0.5406698564593302,4.30622009569378
AB Kaur,3,144,0.020833333333333332,0.4166666666666667,2.083333333333333
AB McDonald,14,300,0.04666666666666667,0.4,4.666666666666667
AB de Villiers,173,4819,0.035899564224942934,0.36044822577298197,3.5899564224942933
ABY Smith,11,442,0.024886877828054297,0.6719457013574661,2.48868778280543
AC Agar,59,977,0.06038894575230297,0.3592630501535312,6.038894575230297
AC Blizzard,25,549,0.04553734061930783,0.4790528233151184,4.553734061930783
AC Douglas,17,270,0.06296296296296296,0.6518518518518519,6.296296296296296
AC Gilchrist,83,1758,0.047212741751990896,0.5671217292377702,4.721274175199089
AC Jayangani,100,2802,0.03568879371877231,0.7694503925767309,3.5688793718772307
AC Kerr,49,1344,0.036458333333333336,0.4412202380952381,3.6458333333333335
AC Sabino,7,138,0.050724637681159424,0.855072463768116,5.072463768115942
AC Voges,32,1046,0.030592734225621414,0.28489483747609945,3.0592734225621414
AD Dore,10,192,0.052083333333333336,0.6145833333333334,5.208333333333334
AD Hales,134,3159,0.04241848686293131,0.4517252295030073,4.241848686293131
AD Mascarenhas,12,215,0.05581395348837209,0.35348837209302325,5.5813953488372094
AD Mathews,69,1762,0.03916004540295119,0.4120317820658343,3.916004540295119
AD Poynter,6,137,0.043795620437956206,0.5620437956204379,4.37956204379562
AD Russell,143,2638,0.05420773313115997,0.4514783927217589,5.420773313115998
ADS Fletcher,53,1073,0.049394221808014914,0.7101584342963654,4.9394221808014915
AE Isesele,12,136,0.08823529411764706,0.5367647058823529,8.823529411764707
AE Jones,69,1386,0.049783549783549784,0.3997113997113997,4.978354978354979
AE Paraam,6,210,0.02857142857142857,0.4380952380952381,2.857142857142857
AE Satterthwaite,39,967,0.04033092037228542,0.5253360910031024,4.033092037228542
AF Ifill,10,152,0.06578947368421052,0.881578947368421,6.578947368421052
AF Milne,13,135,0.0962962962962963,0.45185185185185184,9.62962962962963
AGS Gous,22,538,0.040892193308550186,0.44423791821561337,4.089219330855019
AI Chudasama,5,162,0.030864197530864196,0.5432098765432098,3.0864197530864197
AI Ross,73,1754,0.04161915621436716,0.34720638540478904,4.161915621436716
AIV Benatar,6,341,0.017595307917888565,0.7272727272727273,1.7595307917888565
AJ Ayannaike,16,153,0.10457516339869281,0.6862745098039216,10.457516339869281
AJ Blackwell,18,600,0.03,0.435,3.0
AJ Doolan,17,364,0.046703296703296704,0.47527472527472525,4.670329670329671
AJ Finch,246,6577,0.03740307130910749,0.4392580203740307,3.7403071309107494
AJ Healy,94,2169,0.04333794375288151,0.5781466113416321,4.333794375288151
AJ Hose,17,322,0.052795031055900624,0.4192546583850932,5.279503105590062
AJ Hosein,20,363,0.05509641873278237,0.5344352617079889,5.5096418732782375
AJ Jabiri,15,220,0.06818181818181818,1.0772727272727274,6.8181818181818175
AJ Mosca,8,282,0.028368794326241134,0.40425531914893614,2.8368794326241136
AJ Nair,9,204,0.04411764705882353,0.2647058823529412,4.411764705882353
AJ Turner,86,1849,0.046511627906976744,0.300703082747431,4.651162790697675
AJ Tye,37,409,0.09046454767726161,0.4352078239608802,9.04645476772616
AK Markram,99,2200,0.045,0.3718181818181818,4.5
AK Mohan,20,450,0.044444444444444446,0.8511111111111112,4.444444444444445
AK Sah,12,188,0.06382978723404255,0.6808510638297872,6.382978723404255
AL Kerai,7,134,0.05223880597014925,0.8283582089552238,5.223880597014925
AL Menaria,20,367,0.05449591280653951,0.4713896457765668,5.449591280653951
AL Mundundo,11,285,0.03859649122807018,1.249122807017544,3.8596491228070176
AL Phehlukwayo,14,159,0.0880503144654088,0.3584905660377358,8.80503144654088
AL Seddon,6,154,0.03896103896103896,0.6038961038961039,3.896103896103896
AL Watkins,3,119,0.025210084033613446,0.6218487394957983,2.5210084033613445
AM Hardie,51,1231,0.041429731925264016,0.36230706742485785,4.1429731925264015
AM Healey,10,156,0.0641025641025641,1.3461538461538463,6.41025641025641
AM Kamara,16,653,0.02450229709035222,0.8744257274119449,2.4502297090352223
AM Kimote,18,317,0.056782334384858045,0.5425867507886435,5.678233438485805
AM Nayar,29,588,0.04931972789115646,0.40476190476190477,4.931972789115646
AM Rahane,172,4480,0.038392857142857145,0.44174107142857144,3.8392857142857144
AM Tribe,16,366,0.04371584699453552,0.5027322404371585,4.371584699453552
AM Zepeda,9,461,0.019522776572668113,0.7093275488069414,1.9522776572668112
AN Kelly,13,151,0.08609271523178808,0.5165562913907285,8.609271523178808
AN Kervezee,6,149,0.040268456375838924,0.5167785234899329,4.026845637583892
AN Lascu,6,198,0.030303030303030304,0.6111111111111112,3.0303030303030303
AP Devcich,11,170,0.06470588235294118,0.45294117647058824,6.470588235294119
AP Rajeevan,31,843,0.036773428232502965,0.4638196915776987,3.6773428232502967
AP Tare,20,285,0.07017543859649122,0.519298245614035,7.017543859649122
AP Yadav,26,927,0.028047464940668825,0.5458468176914779,2.8047464940668827
AR Balla,5,124,0.04032258064516129,1.3629032258064515,4.032258064516129
AR Bisht,6,145,0.041379310344827586,0.45517241379310347,4.137931034482759
AR Cusack,9,136,0.0661764705882353,0.35294117647058826,6.61764705882353
AR McBrine,8,110,0.07272727272727272,0.2727272727272727,7.2727272727272725
AR Naidoo,17,463,0.0367170626349892,0.6285097192224622,3.6717062634989204
AR Patel,103,2018,0.051040634291377604,0.3533201189296333,5.10406342913776
AR Patwa,43,1000,0.043,0.695,4.3
AR Ramjani,29,583,0.04974271012006861,0.43739279588336194,4.974271012006861
AR Valdez,7,278,0.025179856115107913,0.9388489208633094,2.5179856115107913
ARA Chambers,12,242,0.049586776859504134,0.628099173553719,4.958677685950414
AS Gorad,12,438,0.0273972602739726,0.9406392694063926,2.73972602739726
AS Joseph,7,162,0.043209876543209874,0.5061728395061729,4.320987654320987
AS Miranda,8,122,0.06557377049180328,1.1967213114754098,6.557377049180328
AS Qwele,11,157,0.07006369426751592,0.9745222929936306,7.006369426751593
AS Raut,7,172,0.040697674418604654,0.4127906976744186,4.069767441860465
AS Samra,17,420,0.04047619047619048,0.5333333333333333,4.0476190476190474
AS Wikman,6,147,0.04081632653061224,0.4557823129251701,4.081632653061225
AS Withanage,6,184,0.03260869565217391,0.9402173913043478,3.260869565217391
ASF Sirah,12,196,0.061224489795918366,0.46938775510204084,6.122448979591836
ASS Fletcher,20,262,0.07633587786259542,0.5,7.633587786259542
AT Carey,76,1804,0.04212860310421286,0.3869179600886918,4.212860310421286
AT Nidamanuru,16,232,0.06896551724137931,0.5043103448275862,6.896551724137931
AT Rayudu,137,3541,0.038689635696131035,0.43772945495622706,3.8689635696131033
AU Rashid,18,226,0.07964601769911504,0.36283185840707965,7.964601769911504
AUKDS Kalugala,14,197,0.07106598984771574,0.5583756345177665,7.1065989847715745
AV Lazarus,24,637,0.03767660910518053,0.48194662480376765,3.767660910518053
AWJ Auguste,6,121,0.049586776859504134,0.6115702479338843,4.958677685950414
Aaftab Alam Khan,11,209,0.05263157894736842,0.3253588516746411,5.263157894736842
Aamir Kaleem,30,590,0.05084745762711865,0.5169491525423728,5.084745762711865
Aamir Lal,7,128,0.0546875,0.640625,5.46875
Aarif Sheikh,22,479,0.04592901878914405,0.4759916492693111,4.592901878914405
Aaron Jones,29,697,0.04160688665710186,0.5179340028694405,4.160688665710186
Aasif Sheikh,60,1404,0.042735042735042736,0.551994301994302,4.273504273504273
Aayan Afzal Khan,10,162,0.06172839506172839,0.6358024691358025,6.172839506172839
Abbas Afridi,9,119,0.07563025210084033,0.7899159663865546,7.563025210084033
Abbas Ghani,19,356,0.05337078651685393,0.47191011235955055,5.337078651685393
Abdul Hashim,10,163,0.06134969325153374,0.6748466257668712,6.134969325153374
Abdul Rahman,5,119,0.04201680672268908,0.42857142857142855,4.201680672268908
Abdul Razzaq,17,378,0.04497354497354497,0.5343915343915344,4.497354497354497
Abdul Samad,37,594,0.06228956228956229,0.3552188552188552,6.228956228956229
Abdul Shakoor,10,192,0.052083333333333336,0.5104166666666666,5.208333333333334
Abdul Waheed,38,945,0.04021164021164021,0.44126984126984126,4.021164021164021
Abdul Wahid,6,136,0.04411764705882353,0.3602941176470588,4.411764705882353
Abdul-Shakoor Rahimzei,13,249,0.05220883534136546,0.606425702811245,5.220883534136546
Abdullah Khan Lodhi,4,113,0.035398230088495575,0.7610619469026548,3.5398230088495577
Abeer Maryam,4,108,0.037037037037037035,1.1759259259259258,3.7037037037037033
Abeera Waris,11,131,0.08396946564885496,0.7938931297709924,8.396946564885496
Abhijeet Ahuja,13,355,0.036619718309859155,0.5690140845070423,3.6619718309859155
Abhishek Ahuja,12,227,0.05286343612334802,0.5286343612334802,5.286343612334802
Abhishek Anand,6,129,0.046511627906976744,0.6666666666666666,4.651162790697675
Abhishek Sharma,94,1778,0.052868391451068614,0.40044994375703036,5.286839145106861
Abishek Porel,26,454,0.05726872246696035,0.35462555066079293,5.726872246696035
Ada Bhasin,16,319,0.050156739811912224,1.141065830721003,5.015673981191222
Adam Senn,4,127,0.031496062992125984,0.2047244094488189,3.149606299212598
Adama Kamara,6,147,0.04081632653061224,1.0408163265306123,4.081632653061225
Adil Butt,13,331,0.03927492447129909,0.5045317220543807,3.927492447129909
Adnan Idrees,24,298,0.08053691275167785,0.5469798657718121,8.053691275167784
Adnan Ilyas,6,149,0.040268456375838924,0.5637583892617449,4.026845637583892
Adnan Mirza,9,105,0.08571428571428572,0.6,8.571428571428571
Afif Hossain,41,888,0.04617117117117117,0.41216216216216217,4.617117117117117
Aftab Ahmed,9,174,0.05172413793103448,0.4885057471264368,5.172413793103448
Agha Salman,25,563,0.04440497335701599,0.4547069271758437,4.440497335701599
Ahmad Ramdoni,40,990,0.04040404040404041,0.7767676767676768,4.040404040404041
Ahmed Aqeel,16,438,0.0365296803652968,0.3401826484018265,3.65296803652968
Ahmed Faiz,59,1446,0.04080221300138313,0.4467496542185339,4.080221300138312
Ahmed Hassan,27,707,0.03818953323903819,0.6223479490806223,3.818953323903819
Ahmed Raza,9,136,0.0661764705882353,0.7279411764705882,6.61764705882353
Ahmed Shehzad,53,1287,0.041181041181041184,0.5757575757575758,4.118104118104118
Ahmer Bin Nisar,39,962,0.04054054054054054,0.41476091476091476,4.054054054054054
Aina Najwa,11,219,0.0502283105022831,1.004566210045662,5.0228310502283104
Ainna Hamizah Hashim,34,899,0.03781979977753059,1.1312569521690767,3.781979977753059
Ainool Hafizs,21,203,0.10344827586206896,0.35467980295566504,10.344827586206897
Aizaz Khan,58,939,0.0617678381256656,0.4440894568690096,6.17678381256656
Akhil Anil,12,195,0.06153846153846154,0.441025641025641,6.153846153846154
Akhil Arjunan,7,137,0.051094890510948905,0.4744525547445255,5.109489051094891
Aleena Khan,10,162,0.06172839506172839,1.2654320987654322,6.172839506172839
Ali Farasat,14,181,0.07734806629834254,0.5138121546961326,7.734806629834254
Ali Masood,20,451,0.04434589800443459,0.7560975609756098,4.434589800443459
Ali Nadeem,2,133,0.015037593984962405,0.39849624060150374,1.5037593984962405
Ali Naseer,15,225,0.06666666666666667,0.28888888888888886,6.666666666666667
Ali Nayyer,13,223,0.05829596412556054,0.3632286995515695,5.829596412556054
Ali Rahmon,5,130,0.038461538461538464,0.5307692307692308,3.8461538461538463
Ali Saleem,9,187,0.0481283422459893,0.5935828877005348,4.81283422459893
Alina Aslam,7,172,0.040697674418604654,0.7383720930232558,4.069767441860465
Aliya Riaz,46,1262,0.03645007923930269,0.6299524564183835,3.6450079239302693
Aman Desai,28,481,0.058212058212058215,0.4158004158004158,5.8212058212058215
Aman Hakim Khan,9,109,0.08256880733944955,0.5963302752293578,8.256880733944955
Amandeep Singh,7,126,0.05555555555555555,0.46825396825396826,5.555555555555555
Amar Naeem,11,215,0.05116279069767442,0.6697674418604651,5.116279069767442
Amar Sharma,10,187,0.053475935828877004,0.49732620320855614,5.347593582887701
Amarpal Kaur,9,425,0.021176470588235293,0.5176470588235295,2.1176470588235294
Ameel Mauroof,6,124,0.04838709677419355,0.8225806451612904,4.838709677419355
Ameer Saiyed,9,173,0.05202312138728324,0.7109826589595376,5.202312138728324
Amelia Jones,2,152,0.013157894736842105,1.1578947368421053,1.3157894736842104
Aminata Kamara,22,573,0.038394415357766144,0.6631762652705061,3.8394415357766145
Aminuddin Ramly,12,170,0.07058823529411765,0.27647058823529413,7.0588235294117645
Amir Zaib,12,199,0.06030150753768844,0.3969849246231156,6.030150753768844
Amjad Javed,10,226,0.04424778761061947,0.6814159292035398,4.424778761061947
Amjad Sher,23,267,0.08614232209737828,0.39325842696629215,8.614232209737828
Amna Tariq,35,625,0.056,1.088,5.6000000000000005
Amoluk Singh,9,249,0.03614457831325301,0.7871485943775101,3.614457831325301
Amrita Sasidharan,0,137,0.0,0.30656934306569344,0.0
Anamul Haque,14,353,0.039660056657223795,0.6260623229461756,3.9660056657223794
Angela Busa,9,113,0.07964601769911504,1.3893805309734513,7.964601769911504
Aniket Verma,9,148,0.060810810810810814,0.47297297297297297,6.081081081081082
Anique Uddin,9,174,0.05172413793103448,0.632183908045977,5.172413793103448
Anjar Tadarus,38,752,0.05053191489361702,0.8297872340425532,5.053191489361701
Anmolpreet Singh,8,117,0.06837606837606838,0.5299145299145299,6.837606837606838
Anoop Orsu,16,235,0.06808510638297872,0.5361702127659574,6.808510638297872
Anshuman Rath,55,1573,0.03496503496503497,0.4062301335028608,3.4965034965034967
Anuj Rawat,12,276,0.043478260869565216,0.5072463768115942,4.3478260869565215
Anwar Arudin,16,187,0.0855614973262032,0.5401069518716578,8.55614973262032
Apsari Begam,10,227,0.04405286343612335,1.158590308370044,4.405286343612335
Aqib Ilyas,38,1031,0.03685741998060136,0.5266731328806984,3.685741998060136
Aqib Iqbal,30,717,0.04184100418410042,0.49372384937238495,4.184100418410042
Aritra Dutta,32,586,0.05460750853242321,0.5102389078498294,5.460750853242321
Arjun Vinod,18,496,0.036290322580645164,0.6088709677419355,3.6290322580645165
Arshdeep Singh,8,117,0.06837606837606838,0.6923076923076923,6.837606837606838
Arslan Amjad,19,327,0.0581039755351682,0.5657492354740061,5.81039755351682
Arun Yadav,8,216,0.037037037037037035,0.5509259259259259,3.7037037037037033
Asad Shafiq,7,190,0.03684210526315789,0.5105263157894737,3.684210526315789
Ashfaq Ahmed,9,112,0.08035714285714286,0.5178571428571429,8.035714285714286
Ashutosh Sharma,12,256,0.046875,0.28515625,4.6875
Asif Ali,71,1330,0.05338345864661654,0.5165413533834586,5.338345864661654
Asif Bevinje,7,102,0.06862745098039216,0.4803921568627451,6.862745098039216
Asif Khan,41,901,0.04550499445061043,0.46614872364039955,4.550499445061043
Aslam Khan,17,246,0.06910569105691057,0.5487804878048781,6.910569105691057
Aslam Mohammad,9,155,0.05806451612903226,0.7225806451612903,5.806451612903226
Asmavia Iqbal,21,315,0.06666666666666667,0.5777777777777777,6.666666666666667
Atharva Taide,9,188,0.047872340425531915,0.35638297872340424,4.787234042553192
Atif Rasheed,14,189,0.07407407407407407,0.48148148148148145,7.4074074074074066
Avishka Iroshan,9,223,0.04035874439461883,0.57847533632287,4.0358744394618835
Awais Ahmad,7,100,0.07,0.61,7.000000000000001
Awais Ahmed,10,224,0.044642857142857144,0.7991071428571429,4.464285714285714
Ayan Khan,27,531,0.05084745762711865,0.4331450094161959,5.084745762711865
Ayasha Rahman,31,685,0.04525547445255475,1.005839416058394,4.525547445255475
Ayaz Dadabhai,8,126,0.06349206349206349,0.3412698412698413,6.349206349206349
Ayesha Hasan,14,411,0.0340632603406326,0.5985401459854015,3.40632603406326
Ayesha Naseem,19,301,0.06312292358803986,0.43853820598006643,6.312292358803987
Ayesha Zafar,13,245,0.053061224489795916,0.6693877551020408,5.3061224489795915
Aysha,24,617,0.03889789303079417,0.5218800648298217,3.889789303079417
Ayyaz Qureshi,4,142,0.028169014084507043,0.7535211267605634,2.8169014084507045
Azhar Andani,8,261,0.03065134099616858,0.5900383141762452,3.065134099616858
Azhar Mahmood,17,321,0.0529595015576324,0.49221183800623053,5.29595015576324
Aziz Mohammad,10,169,0.05917159763313609,0.6804733727810651,5.9171597633136095
Azyan Farhath,24,908,0.02643171806167401,0.7279735682819384,2.643171806167401
B Arora,29,794,0.036523929471032744,0.5919395465994962,3.6523929471032743
B Balala,5,104,0.04807692307692308,0.7307692307692307,4.807692307692308
B Bezuidenhout,19,253,0.07509881422924901,0.6679841897233202,7.5098814229249005
B Bhandari,17,314,0.054140127388535034,0.5191082802547771,5.414012738853503
B Biza,13,277,0.04693140794223827,0.5992779783393501,4.693140794223827
B Chipli,15,256,0.05859375,0.5390625,5.859375
B Cooper,26,497,0.052313883299798795,0.9235412474849095,5.23138832997988
B Etim,16,342,0.04678362573099415,0.9415204678362573,4.678362573099415
B Fitchet,14,188,0.07446808510638298,0.7446808510638298,7.446808510638298
B George,21,519,0.04046242774566474,0.5086705202312138,4.046242774566474
B Ichinkhorloo,10,284,0.035211267605633804,1.6619718309859155,3.5211267605633805
B Ito-Davis,10,184,0.05434782608695652,0.266304347826087,5.434782608695652
B Kumar,38,459,0.08278867102396514,0.4466230936819172,8.278867102396514
B Laughlin,16,169,0.09467455621301775,0.5207100591715976,9.467455621301776
B Lee,19,242,0.07851239669421488,0.34297520661157027,7.851239669421488
B Madimabe,6,137,0.043795620437956206,1.6131386861313868,4.37956204379562
B Manuel,11,134,0.08208955223880597,0.9776119402985075,8.208955223880597
B Masaba,18,385,0.046753246753246755,0.561038961038961,4.675324675324675
B Mpedi,6,110,0.05454545454545454,0.9454545454545454,5.454545454545454
B Murekatete,13,185,0.07027027027027027,0.7783783783783784,7.027027027027027
B Namuunzul,6,130,0.046153846153846156,1.1846153846153846,4.615384615384616
B Niaz,19,427,0.04449648711943794,0.5011709601873536,4.449648711943794
B Phelenyane,5,138,0.036231884057971016,1.065217391304348,3.6231884057971016
B Rawal,15,450,0.03333333333333333,0.9955555555555555,3.3333333333333335
B Sai Sudharsan,33,1279,0.02580140734949179,0.2971071149335418,2.580140734949179
B Shanti,22,501,0.043912175648702596,0.7964071856287425,4.39121756487026
B Shetty,2,122,0.01639344262295082,0.8934426229508197,1.639344262295082
B Shotorova,6,123,0.04878048780487805,1.2357723577235773,4.878048780487805
B Tau,27,988,0.027327935222672066,0.7317813765182186,2.7327935222672064
B Waluma,12,199,0.06030150753768844,1.0301507537688441,6.030150753768844
B Ward,19,448,0.04241071428571429,0.46651785714285715,4.241071428571429
B Zuiderent,3,100,0.03,0.42,3.0
B de Leede,54,1492,0.036193029490616625,0.693029490616622,3.6193029490616624
BA King,59,1283,0.04598597038191738,0.524551831644583,4.5985970381917385
BA Pai,23,890,0.025842696629213482,0.3887640449438202,2.584269662921348
BA Stokes,66,1260,0.05238095238095238,0.36507936507936506,5.238095238095238
BAD Manenti,14,191,0.07329842931937172,0.5863874345549738,7.329842931937172
BB McCullum,185,4599,0.04022613611654707,0.5151119808654055,4.022613611654707
BB Samantray,3,116,0.02586206896551724,0.4827586206896552,2.586206896551724
BBJL Perera,11,251,0.043824701195219126,0.5737051792828686,4.382470119521913
BC Fortuin,7,118,0.059322033898305086,0.2711864406779661,5.932203389830509
BCJ Cutting,78,1426,0.0546984572230014,0.40392706872370265,5.46984572230014
